PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Family
529,0,3,1,0,39,0,0,7.925,5,0,0
530,0,2,1,0,23,2,1,11.5,5,0,1
531,1,2,2,1,2,1,1,26.0,5,0,1
532,0,3,1,0,27,0,0,7.2292,5,1,0
533,0,3,1,0,17,1,1,7.2292,5,1,1
534,1,3,3,1,26,0,2,22.3583,5,1,1
535,0,3,2,1,30,0,0,8.6625,6,0,0
536,1,2,2,1,7,0,2,26.25,5,0,1
537,0,1,1,0,45,0,0,26.55,2,0,0
538,1,1,2,1,30,0,0,106.425,2,1,0
539,0,3,1,0,30,0,0,14.5,5,0,0
540,1,1,2,1,22,0,2,49.5,2,1,1
541,1,1,2,1,36,0,2,71.0,2,0,1
542,0,3,2,1,9,4,2,31.275,6,0,1
543,0,3,2,1,11,4,2,31.275,6,0,1
544,1,2,1,0,32,1,0,26.0,5,0,1
545,0,1,1,0,50,1,0,106.425,3,1,1
546,0,1,1,0,64,0,0,26.0,2,0,0
547,1,2,3,1,19,1,0,26.0,5,0,1
548,1,2,1,0,31,0,0,13.8625,4,1,0
549,0,3,1,0,33,1,1,20.525,6,0,1
550,1,2,0,0,8,1,1,36.75,5,0,1
551,1,1,1,0,17,0,2,110.8833,3,1,1
552,0,2,1,0,27,0,0,26.0,5,0,0
553,0,3,1,0,33,0,0,7.8292,5,2,0
554,1,3,1,0,22,0,0,7.225,5,1,0
555,1,3,2,1,22,0,0,7.775,6,0,0
556,0,1,1,0,62,0,0,26.55,2,0,0
557,1,1,2,1,48,1,0,39.6,1,1,1
558,0,1,1,0,41,0,0,227.525,2,1,0
559,1,1,3,1,39,1,1,79.65,5,0,1
560,1,3,3,1,36,1,0,17.4,6,0,1
561,0,3,1,0,33,0,0,7.75,5,2,0
562,0,3,1,0,40,0,0,7.8958,5,0,0
563,0,2,1,0,28,0,0,13.5,5,0,0
564,0,3,1,0,30,0,0,8.05,5,0,0
565,0,3,2,1,20,0,0,8.05,6,0,0
566,0,3,1,0,24,2,0,24.15,6,0,1
567,0,3,1,0,19,0,0,7.8958,5,0,0
568,0,3,3,1,29,0,4,21.075,5,0,1
569,0,3,1,0,27,0,0,7.2292,5,1,0
570,1,3,1,0,32,0,0,7.8542,5,0,0
571,1,2,1,0,62,0,0,10.5,5,0,0
572,1,1,3,1,53,2,0,51.4792,3,0,1
573,1,1,1,0,36,0,0,26.3875,5,0,0
574,1,3,2,1,23,0,0,7.75,5,2,0
575,0,3,1,0,16,0,0,8.05,5,0,0
576,0,3,1,0,19,0,0,14.5,5,0,0
577,1,2,2,1,34,0,0,13.0,5,0,0
578,1,1,3,1,39,1,0,55.9,5,0,1
579,0,3,3,1,26,1,0,14.4583,6,1,1
580,1,3,1,0,32,0,0,7.925,5,0,0
581,1,2,2,1,25,1,1,30.0,5,0,1
582,1,1,3,1,39,1,1,110.8833,3,1,1
583,0,2,1,0,54,0,0,26.0,5,0,0
584,0,1,1,0,36,0,0,40.125,1,1,0
585,0,3,1,0,27,0,0,8.7125,5,1,0
586,1,1,2,1,18,0,2,79.65,5,0,1
587,0,2,1,0,47,0,0,15.0,5,0,0
588,1,1,1,0,60,1,1,79.2,2,1,1
589,0,3,1,0,22,0,0,8.05,5,0,0
590,0,3,1,0,30,0,0,8.05,5,0,0
591,0,3,1,0,35,0,0,7.125,5,0,0
592,1,1,3,1,52,1,0,78.2667,4,1,1
593,0,3,1,0,47,0,0,7.25,5,0,0
594,0,3,2,1,16,0,2,7.75,6,2,1
595,0,2,1,0,37,1,0,26.0,5,0,1
596,0,3,1,0,36,1,1,24.15,6,0,1
597,1,2,2,1,24,0,0,33.0,5,0,0
598,0,3,1,0,49,0,0,0.0,5,0,0
599,0,3,1,0,27,0,0,7.225,5,1,0
600,1,1,1,0,49,1,0,56.9292,1,1,1
601,1,2,3,1,24,2,1,27.0,5,0,1
602,0,3,1,0,30,0,0,7.8958,5,0,0
603,0,1,1,0,45,0,0,42.4,2,0,0
604,0,3,1,0,44,0,0,8.05,5,0,0
605,1,1,1,0,35,0,0,26.55,2,1,0
606,0,3,1,0,36,1,0,15.55,6,0,1
607,0,3,1,0,30,0,0,7.8958,5,0,0
608,1,1,1,0,27,0,0,30.5,2,0,0
609,1,2,3,1,22,1,2,41.5792,5,1,1
610,1,1,2,1,40,0,0,153.4625,3,0,0
611,0,3,3,1,39,1,5,31.275,5,0,1
612,0,3,1,0,30,0,0,7.05,5,0,0
613,1,3,2,1,16,1,0,15.5,6,2,1
614,0,3,1,0,33,0,0,7.75,5,2,0
615,0,3,1,0,35,0,0,8.05,5,0,0
616,1,2,2,1,24,1,2,65.0,5,0,1
617,0,3,1,0,34,1,1,14.4,6,0,1
618,0,3,3,1,26,1,0,16.1,6,0,1
619,1,2,2,1,4,2,1,39.0,6,0,1
620,0,2,1,0,26,0,0,10.5,5,0,0
621,0,3,1,0,27,1,0,14.4542,6,1,1
622,1,1,1,0,42,1,0,52.5542,4,0,1
623,1,3,1,0,20,1,1,15.7417,5,1,1
624,0,3,1,0,21,0,0,7.8542,5,0,0
625,0,3,1,0,21,0,0,16.1,5,0,0
626,0,1,1,0,61,0,0,32.3208,4,0,0
627,0,2,1,0,57,0,0,12.35,4,2,0
628,1,1,2,1,21,0,0,77.9583,4,0,0
629,0,3,1,0,26,0,0,7.8958,5,0,0
630,0,3,1,0,33,0,0,7.7333,5,2,0
631,1,1,1,0,80,0,0,30.0,1,0,0
632,0,3,1,0,51,0,0,7.0542,5,0,0
633,1,1,1,0,32,0,0,30.5,2,1,0
634,0,1,1,0,45,0,0,0.0,2,0,0
635,0,3,2,1,9,3,2,27.9,6,0,1
636,1,2,2,1,28,0,0,13.0,5,0,0
637,0,3,1,0,32,0,0,7.925,5,0,0
638,0,2,1,0,31,1,1,26.25,5,0,1
639,0,3,3,1,41,0,5,39.6875,5,0,1
640,0,3,1,0,23,1,0,16.1,6,0,1
641,0,3,1,0,20,0,0,7.8542,5,0,0
642,1,1,2,1,24,0,0,69.3,2,1,0
643,0,3,2,1,2,3,2,27.9,6,0,1
644,1,3,1,0,30,0,0,56.4958,5,0,0
645,1,3,2,1,0,2,1,19.2583,6,1,1
646,1,1,1,0,48,1,0,76.7292,4,1,1
647,0,3,1,0,19,0,0,7.8958,5,0,0
648,1,1,1,0,56,0,0,35.5,1,1,0
649,0,3,1,0,30,0,0,7.55,5,0,0
650,1,3,2,1,23,0,0,7.55,6,0,0
651,0,3,1,0,30,0,0,7.8958,5,0,0
652,1,2,2,1,18,0,1,23.0,5,0,1
653,0,3,1,0,21,0,0,8.4333,5,0,0
654,1,3,2,1,23,0,0,7.8292,5,2,0
655,0,3,2,1,18,0,0,6.75,5,2,0
656,0,2,1,0,24,2,0,73.5,5,0,1
657,0,3,1,0,30,0,0,7.8958,5,0,0
658,0,3,3,1,32,1,1,15.5,6,2,1
659,0,2,1,0,23,0,0,13.0,5,0,0
660,0,1,1,0,58,0,2,113.275,4,1,1
661,1,1,1,0,50,2,0,133.65,3,0,1
662,0,3,1,0,40,0,0,7.225,5,1,0
663,0,1,1,0,47,0,0,25.5875,5,0,0
664,0,3,1,0,36,0,0,7.4958,5,0,0
665,1,3,1,0,20,1,0,7.925,6,0,1
666,0,2,1,0,32,2,0,73.5,5,0,1
667,0,2,1,0,25,0,0,13.0,5,0,0
668,0,3,1,0,30,0,0,7.775,5,0,0
669,0,3,1,0,43,0,0,8.05,5,0,0
670,1,1,3,1,44,1,0,52.0,3,0,1
671,1,2,3,1,40,1,1,39.0,5,0,1
672,0,1,1,0,31,1,0,52.0,2,0,1
673,0,2,1,0,70,0,0,10.5,5,0,0
674,1,2,1,0,31,0,0,13.0,5,0,0
675,0,2,1,0,34,0,0,0.0,5,0,0
676,0,3,1,0,18,0,0,7.775,5,0,0
677,0,3,1,0,24,0,0,8.05,5,0,0
678,1,3,2,1,18,0,0,9.8417,6,0,0
679,0,3,3,1,43,1,6,46.9,5,0,1
680,1,1,1,0,36,0,1,512.3292,2,1,1
681,0,3,2,1,23,0,0,8.1375,5,2,0
682,1,1,1,0,27,0,0,76.7292,4,1,0
683,0,3,1,0,20,0,0,9.225,5,0,0
684,0,3,1,0,14,5,2,46.9,6,0,1
685,0,2,1,0,60,1,1,39.0,5,0,1
686,0,2,1,0,25,1,2,41.5792,5,1,1
687,0,3,1,0,14,4,1,39.6875,6,0,1
688,0,3,1,0,19,0,0,10.1708,5,0,0
689,0,3,1,0,18,0,0,7.7958,5,0,0
690,1,1,2,1,15,0,1,211.3375,2,0,1
691,1,1,1,0,31,1,0,57.0,2,0,1
692,1,3,2,1,4,0,1,13.4167,6,1,1
693,1,3,1,0,30,0,0,56.4958,5,0,0
694,0,3,1,0,25,0,0,7.225,5,1,0
695,0,1,1,0,60,0,0,26.55,2,0,0
696,0,2,1,0,52,0,0,13.5,5,0,0
697,0,3,1,0,44,0,0,8.05,5,0,0
698,1,3,2,1,23,0,0,7.7333,5,2,0
699,0,1,1,0,49,1,1,110.8833,3,1,1
700,0,3,1,0,42,0,0,7.65,6,0,0
701,1,1,3,1,18,1,0,227.525,3,1,1
702,1,1,1,0,35,0,0,26.2875,5,0,0
703,0,3,2,1,18,0,1,14.4542,6,1,1
704,0,3,1,0,25,0,0,7.7417,5,2,0
705,0,3,1,0,26,1,0,7.8542,6,0,1
706,0,2,1,0,39,0,0,26.0,5,0,0
707,1,2,3,1,45,0,0,13.5,5,0,0
708,1,1,1,0,42,0,0,26.2875,5,0,0
709,1,1,2,1,22,0,0,151.55,2,0,0
710,1,3,0,0,0,1,1,15.2458,5,1,1
711,1,1,2,1,24,0,0,49.5042,3,1,0
712,0,1,1,0,45,0,0,26.55,3,0,0
713,1,1,1,0,48,1,0,52.0,3,0,1
714,0,3,1,0,29,0,0,9.4833,5,0,0
715,0,2,1,0,52,0,0,13.0,5,0,0
716,0,3,1,0,19,0,0,7.65,6,0,0
717,1,1,2,1,38,0,0,227.525,3,1,0
718,1,2,2,1,27,0,0,10.5,5,0,0
719,0,3,1,0,33,0,0,15.5,5,2,0
720,0,3,1,0,33,0,0,7.775,5,0,0
721,1,2,2,1,6,0,1,33.0,5,0,1
722,0,3,1,0,17,1,0,7.0542,6,0,1
723,0,2,1,0,34,0,0,13.0,5,0,0
724,0,2,1,0,50,0,0,13.0,5,0,0
725,1,1,1,0,27,1,0,53.1,5,0,1
726,0,3,1,0,20,0,0,8.6625,5,0,0
727,1,2,3,1,30,3,0,21.0,5,0,1
728,1,3,2,1,23,0,0,7.7375,5,2,0
729,0,2,1,0,25,1,0,26.0,5,0,1
730,0,3,2,1,25,1,0,7.925,6,0,1
731,1,1,2,1,29,0,0,211.3375,2,0,0
732,0,3,1,0,11,0,0,18.7875,5,1,0
733,0,2,1,0,34,0,0,0.0,5,0,0
734,0,2,1,0,23,0,0,13.0,5,0,0
735,0,2,1,0,23,0,0,13.0,5,0,0
736,0,3,1,0,28,0,0,16.1,5,0,0
737,0,3,3,1,48,1,3,34.375,6,0,1
738,1,1,1,0,35,0,0,512.3292,2,1,0
739,0,3,1,0,30,0,0,7.8958,5,0,0
740,0,3,1,0,30,0,0,7.8958,5,0,0
741,1,1,1,0,45,0,0,30.0,4,0,0
742,0,1,1,0,36,1,0,78.85,3,0,1
743,1,1,2,1,21,2,2,262.375,2,1,1
744,0,3,1,0,24,1,0,16.1,6,0,1
745,1,3,1,0,31,0,0,7.925,5,0,0
746,0,1,1,0,70,1,1,71.0,2,0,1
747,0,3,1,0,16,1,1,20.25,6,0,1
748,1,2,2,1,30,0,0,13.0,5,0,0
749,0,1,1,0,19,1,0,53.1,4,0,1
750,0,3,1,0,31,0,0,7.75,5,2,0
751,1,2,2,1,4,1,1,23.0,5,0,1
752,1,3,0,0,6,0,1,12.475,5,0,1
753,0,3,1,0,33,0,0,9.5,5,0,0
754,0,3,1,0,23,0,0,7.8958,5,0,0
755,1,2,3,1,48,1,2,65.0,5,0,1
756,1,2,0,0,0,1,1,14.5,5,0,1
757,0,3,1,0,28,0,0,7.7958,5,0,0
758,0,2,1,0,18,0,0,11.5,5,0,0
759,0,3,1,0,34,0,0,8.05,5,0,0
760,1,1,2,1,33,0,0,86.5,2,0,0
761,0,3,1,0,30,0,0,14.5,5,0,0
762,0,3,1,0,41,0,0,7.125,5,0,0
763,1,3,1,0,20,0,0,7.2292,5,1,0
764,1,1,3,1,36,1,2,120.0,2,0,1
765,0,3,1,0,16,0,0,7.775,5,0,0
766,1,1,3,1,51,1,0,77.9583,4,0,1
767,0,1,1,0,41,0,0,39.6,2,1,0
768,0,3,2,1,30,0,0,7.75,5,2,0
769,0,3,1,0,26,1,0,24.15,6,2,1
770,0,3,1,0,32,0,0,8.3625,5,0,0
771,0,3,1,0,24,0,0,9.5,5,0,0
772,0,3,1,0,48,0,0,7.8542,5,0,0
773,0,2,3,1,57,0,0,10.5,5,0,0
774,0,3,1,0,27,0,0,7.225,5,1,0
775,1,2,3,1,54,1,3,23.0,5,0,1
776,0,3,1,0,18,0,0,7.75,5,0,0
777,0,3,1,0,33,0,0,7.75,6,2,0
778,1,3,2,1,5,0,0,12.475,6,0,0
779,0,3,1,0,33,0,0,7.7375,5,2,0
780,1,1,3,1,43,0,1,211.3375,2,0,1
781,1,3,2,1,13,0,0,7.2292,5,1,0
782,1,1,3,1,17,1,0,57.0,2,0,1
783,0,1,1,0,29,0,0,30.0,4,0,0
784,0,3,1,0,23,1,2,23.45,6,0,1
785,0,3,1,0,25,0,0,7.05,5,0,0
786,0,3,1,0,25,0,0,7.25,5,0,0
787,1,3,2,1,18,0,0,7.4958,6,0,0
788,0,3,0,0,8,4,1,29.125,5,2,1
789,1,3,0,0,1,1,2,20.575,5,0,1
790,0,1,1,0,46,0,0,79.2,2,1,0
791,0,3,1,0,33,0,0,7.75,5,2,0
792,0,2,1,0,16,0,0,26.0,5,0,0
793,0,3,2,1,13,8,2,69.55,6,0,1
794,0,1,1,0,41,0,0,30.6958,2,1,0
795,0,3,1,0,25,0,0,7.8958,5,0,0
796,0,2,1,0,39,0,0,13.0,5,0,0
797,1,1,2,1,49,0,0,25.9292,4,0,0
798,1,3,3,1,31,0,0,8.6833,5,0,0
799,0,3,1,0,30,0,0,7.2292,5,1,0
800,0,3,3,1,30,1,1,24.15,6,0,1
801,0,2,1,0,34,0,0,13.0,5,0,0
802,1,2,3,1,31,1,1,26.25,5,0,1
803,1,1,0,0,11,1,2,120.0,2,0,1
804,1,3,0,0,0,0,1,8.5167,5,1,1
805,1,3,1,0,27,0,0,6.975,5,0,0
806,0,3,1,0,31,0,0,7.775,5,0,0
807,0,1,1,0,39,0,0,0.0,1,0,0
808,0,3,2,1,18,0,0,7.775,6,0,0
809,0,2,1,0,39,0,0,13.0,5,0,0
810,1,1,3,1,33,1,0,53.1,5,0,1
811,0,3,1,0,26,0,0,7.8875,5,0,0
812,0,3,1,0,39,0,0,24.15,5,0,0
813,0,2,1,0,35,0,0,10.5,5,0,0
814,0,3,2,1,6,4,2,31.275,6,0,1
815,0,3,1,0,30,0,0,8.05,5,0,0
816,0,1,1,0,45,0,0,0.0,2,0,0
817,0,3,2,1,23,0,0,7.925,6,0,0
818,0,2,1,0,31,1,1,37.0042,5,1,1
819,0,3,1,0,43,0,0,6.45,5,0,0
820,0,3,0,0,10,3,2,27.9,5,0,1
821,1,1,3,1,52,1,1,93.5,2,0,1
822,1,3,1,0,27,0,0,8.6625,5,0,0
823,0,1,1,0,38,0,0,0.0,2,0,0
824,1,3,3,1,27,0,1,12.475,5,0,1
825,0,3,0,0,2,4,1,39.6875,5,0,1
826,0,3,1,0,33,0,0,6.95,5,2,0
827,0,3,1,0,30,0,0,56.4958,5,0,0
828,1,2,0,0,1,0,2,37.0042,4,1,1
829,1,3,1,0,33,0,0,7.75,5,2,0
830,1,1,3,1,62,0,0,80.0,2,0,0
831,1,3,3,1,15,1,0,14.4542,6,1,1
832,1,2,0,0,0,1,1,18.75,5,0,1
833,0,3,1,0,27,0,0,7.2292,5,1,0
834,0,3,1,0,23,0,0,7.8542,5,0,0
835,0,3,1,0,18,0,0,8.3,5,0,0
836,1,1,2,1,39,1,1,83.1583,5,1,1
837,0,3,1,0,21,0,0,8.6625,5,0,0
838,0,3,1,0,30,0,0,8.05,5,0,0
839,1,3,1,0,32,0,0,56.4958,5,0,0
840,1,1,1,0,41,0,0,29.7,3,1,0
841,0,3,1,0,20,0,0,7.925,5,0,0
842,0,2,1,0,16,0,0,10.5,5,0,0
843,1,1,2,1,30,0,0,31.0,2,1,0
844,0,3,1,0,34,0,0,6.4375,5,1,0
845,0,3,1,0,17,0,0,8.6625,5,0,0
846,0,3,1,0,42,0,0,7.55,5,0,0
847,0,3,1,0,23,8,2,69.55,6,0,1
848,0,3,1,0,35,0,0,7.8958,5,1,0
849,0,2,1,0,28,0,1,33.0,5,0,1
850,1,1,3,1,41,1,0,89.1042,3,1,1
851,0,3,0,0,4,4,2,31.275,5,0,1
852,0,3,1,0,74,0,0,7.775,5,0,0
853,0,3,2,1,9,1,1,15.2458,6,1,1
854,1,1,2,1,16,0,1,39.4,4,0,1
855,0,2,3,1,44,1,0,26.0,5,0,1
856,1,3,3,1,18,0,1,9.35,6,0,1
857,1,1,3,1,45,1,1,164.8667,3,0,1
858,1,1,1,0,51,0,0,26.55,5,0,0
859,1,3,3,1,24,0,3,19.2583,5,1,1
860,0,3,1,0,27,0,0,7.2292,5,1,0
861,0,3,1,0,41,2,0,14.1083,6,0,1
862,0,2,1,0,21,1,0,11.5,5,0,1
863,1,1,3,1,48,0,0,25.9292,4,0,0
864,0,3,2,1,13,8,2,69.55,6,0,1
865,0,2,1,0,24,0,0,13.0,5,0,0
866,1,2,3,1,42,0,0,13.0,5,0,0
867,1,2,2,1,27,1,0,13.8583,5,1,1
868,0,1,1,0,31,0,0,50.4958,1,0,0
869,0,3,1,0,30,0,0,9.5,5,0,0
870,1,3,0,0,4,1,1,11.1333,5,0,1
871,0,3,1,0,26,0,0,7.8958,5,0,0
872,1,1,3,1,47,1,1,52.5542,4,0,1
873,0,1,1,0,33,0,0,5.0,2,0,0
874,0,3,1,0,47,0,0,9.0,5,0,0
875,1,2,3,1,28,1,0,24.0,5,1,1
876,1,3,2,1,15,0,0,7.225,5,1,0
877,0,3,1,0,20,0,0,9.8458,5,0,0
878,0,3,1,0,19,0,0,7.8958,5,0,0
879,0,3,1,0,30,0,0,7.8958,5,0,0
880,1,1,3,1,56,0,1,83.1583,3,1,1
881,1,2,3,1,25,0,1,26.0,5,0,1
882,0,3,1,0,33,0,0,7.8958,5,0,0
883,0,3,2,1,22,0,0,10.5167,6,0,0
884,0,2,1,0,28,0,0,10.5,5,0,0
885,0,3,1,0,25,0,0,7.05,5,0,0
886,0,3,3,1,39,0,5,29.125,5,2,1
887,0,2,1,0,27,0,0,13.0,5,0,0
888,1,1,2,1,19,0,0,30.0,2,0,0
889,0,3,2,1,13,1,2,23.45,6,0,1
890,1,1,1,0,26,0,0,30.0,3,1,0
891,0,3,1,0,32,0,0,7.75,5,2,0
